id,imdb_id,title,release_date,spoken_languages,genres1,genres2,genres3,genres4,genres5,runtime,production_companies,production_countries,budget,revenue,overview,tagline,vote_count,homepage,popularity,Unnamed: 0,actors,boxoffice,director,poster_link,production_company,vote_average,vote_average (%),Internet_Movie_Database_rating,Rotten_Tomatoes_rating,Metacritic_rating,rating_average,writer
310131,tt4263482,The Witch,2/19/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Mystery, Horror,,,,92,"[{'name': 'Parts and Labor', 'id': 6531}, {'name': 'RT Features', 'id': 30666}, {'name': 'Rooks Nest Entertainment', 'id': 34456}, {'name': 'Maiden Voyage Pictures', 'id': 41641}, {'name': 'Pulse Films', 'id': 57430}, {'name': 'Scythia Films', 'id': 61011}, {'name': 'Code Red Productions', 'id': 79434}, {'name': 'Mott Street Pictures', 'id': 79435}, {'name': 'Very Special Projects', 'id': 79436}","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",3500000,40423945,"New England in the 1630s: William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness. When their newborn son vanishes and crops fail, the family turns on one another. Beyond their worst fears, a supernatural evil lurks in the nearby wood.",Evil takes many forms.,1471,http://a24films.com/films/witch/,11.840138,25,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw","$19,239,494 ",Robert Eggers,https://m.media-amazon.com/images/M/MV5BMTUyNzkwMzAxOF5BMl5BanBnXkFtZTgwMzc1OTk1NjE@._V1_SX300.jpg,A24 Films,6.3,63%,68%,91%,83%,76%,Robert Eggers
146198,tt1712261,Triple 9,2/19/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Action, Thriller,,,,115,"[{'name': 'Worldview Entertainment', 'id': 9015}, {'name': 'Anonymous Content', 'id': 30420}, {'name': 'MadRiver Pictures', 'id': 73493}, {'name': 'Sierra Pictures', 'id': 78595}, {'name': 'Surefire Capital', 'id': 78596}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",20000000,12639297,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,The Code on the Street is Never Black & White,812,http://triple9movie.com/,12.892504,26,"Chiwetel Ejiofor, Casey Affleck, Anthony Mackie, Woody Harrelson",,John Hillcoat,https://m.media-amazon.com/images/M/MV5BMTU0NDcxMzczMV5BMl5BanBnXkFtZTgwODkxNTUwODE@._V1_SX300.jpg,Open Road Films,5.6,56%,63%,53%,52%,56%,Matt Cook
376869,tt5286444,Neerja,2/19/2016,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}", Drama,,,,,122,"[{'name': 'Fox Star Studios', 'id': 12154}, {'name': 'Bling Unplugged', 'id': 71966}","[{'iso_3166_1': 'IN', 'name': 'India'}",10721568,2978994,"Neerja is a portrayal on the life of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.",Fear Gave Her Courage,44,https://www.facebook.com/foxstarhindi/,1.68625,27,"Sonam Kapoor, Shabana Azmi, Yogendra Tiku, Abrar Zahoor","$1,255,246 ",Ram Madhvani,https://m.media-amazon.com/images/M/MV5BZDhjM2E0OWMtOTA0Yy00NTNhLWEwNTEtZjhkNjNmNTdiZDA2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,Bling Unplugged,7.4,74%,77%,100%,,84%,"Saiwyn Quadras (story and screenplay), Sanyukta Chawla Shaikh (dialogue)"
319888,tt1083452,Eddie the Eagle,2/26/2016,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'no', 'name': 'Norsk'}", Comedy, Drama,History,,,106,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Marv Films', 'id': 5374}, {'name': 'Saville Productions', 'id': 73620}","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",23000000,46152411,"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.","Win or lose, always aim high",682,http://www.foxmovies.com/movies/eddie-the-eagle,7.528276,28,"Tom Costello, Jo Hartley, Keith Allen, Dickon Tolson","$20,047,049 ",Dexter Fletcher,https://m.media-amazon.com/images/M/MV5BMTUxOTc5MTU1NF5BMl5BanBnXkFtZTgwODYyNTA1NzE@._V1_SX300.jpg,20th Century Fox,7.2,72%,74%,81%,54%,70%,"Sean Macaulay (screenplay), Simon Kelton (screenplay), Simon Kelton (story)"
267860,tt3300542,London Has Fallen,3/2/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Action, Crime,Thriller,,,99,"[{'name': 'Millennium Films', 'id': 10254}, {'name': 'LHF Film', 'id': 73045}, {'name': 'Gerard Butler Alan Siegel Entertainment', 'id': 73046}, {'name': 'Nu Boyana Film Studios', 'id': 74795}","[{'iso_3166_1': 'BG', 'name': 'Bulgaria'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}",60000000,205754447,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",The world's leaders have assembled. So have their enemies.,1656,https://www.facebook.com/LondonHasFallenOfficial,15.037993,29,"Alon Aboutboul, Waleed Zuaiter, Adel Bencherif, Mehdi Dehbi",,Babak Najafi,https://m.media-amazon.com/images/M/MV5BMTY1ODY2MTgwM15BMl5BanBnXkFtZTgwOTY3Nzc3NzE@._V1_SX300.jpg,Focus Features,5.8,58%,59%,26%,28%,43%,"Creighton Rothenberger (based on characters created by), Katrin Benedikt (based on characters created by), Creighton Rothenberger (story by), Katrin Benedikt (story by), Creighton Rothenberger (screenplay by), Katrin Benedikt (screenplay by), Christian Gudegast (screenplay by), Chad St. John (screenplay by)"
279641,tt3553442,Whiskey Tango Foxtrot,3/4/2016,"[{'iso_639_1': 'en', 'name': 'English'}", War, Comedy,,,,112,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Broadway Video', 'id': 1756}, {'name': 'Little Stranger', 'id': 26402}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",35000000,23083334,"In 2002, cable news producer Kim Barker (Tina Fey) decides to shake up her routine by taking a daring new assignment in Kabul, Afghanistan. Dislodged from her comfortable American lifestyle, Barker finds herself in the middle of an out-of-control war zone. Luckily, she meets Tanya Vanderpoel (Margot Robbie), a fellow journalist who takes the shellshocked reporter under her wing. Amid the militants, warlords and nighttime partying, Barker discovers the key to becoming a successful correspondent.",From the headlines to the front lines,356,http://www.whiskeytangofoxtrotthemovie.com/,8.155604,30,"Tina Fey, Margot Robbie, Martin Freeman, Alfred Molina","$18,356,529 ","Glenn Ficarra, John Requa",https://m.media-amazon.com/images/M/MV5BMjIxOTIzMTM5OF5BMl5BanBnXkFtZTgwNDIxNTA1NzE@._V1_SX300.jpg,Paramount Pictures,6,60%,66%,67%,57%,63%,"Robert Carlock (screenplay by), Kim Barker (based on the book ""The Taliban Shuffle: Strange Days in Afghanistan and Pakistan"" by)"
262504,tt3410834,Allegiant,3/9/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Adventure, Science Fiction,,,,121,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'Red Wagon Entertainment', 'id': 14440}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",110000000,179246868,Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,Break the boundaries of your world,2064,http://www.thedivergentseries.movie/#allegiant,18.386172,31,"Shailene Woodley, Theo James, Naomi Watts, Octavia Spencer",,Robert Schwentke,https://m.media-amazon.com/images/M/MV5BNjk2OTc5YzQtMjAwMS00YWY4LTk1ZWItOTgyMmRkMGU4ZmY1XkEyXkFqcGdeQXVyMzQ1MzUwMTE@._V1_SX300.jpg,Lionsgate,5.9,59%,57%,11%,33%,40%,"Noah Oppenheim (screenplay), Adam Cooper (screenplay), Bill Collage (screenplay), Veronica Roth (novel)"
333371,tt1179933,10 Cloverfield Lane,3/10/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Thriller, Science Fiction,Drama,,,103,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Bad Robot', 'id': 11461}, {'name': 'Spectrum Effects', 'id': 78177}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",15000000,108286421,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",Monsters come in many forms.,2537,http://www.10cloverfieldlane.com/,14.421528,32,"John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin","$59,481,553 ",Dan Trachtenberg,https://m.media-amazon.com/images/M/MV5BMjEzMjczOTIxMV5BMl5BanBnXkFtZTgwOTUwMjI3NzE@._V1_SX300.jpg,Bad Robot Productions,6.8,68%,72%,90%,76%,77%,"Josh Campbell (screenplay by), Matthew Stuecken (screenplay by), Damien Chazelle (screenplay by), Josh Campbell (story by), Matthew Stuecken (story by)"
299641,tt3135556,Jimmy Vestvood: Amerikan Hero,3/13/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Comedy,,,,,84,"[{'name': 'Worldwide Media Conspiracy', 'id': 62196}, {'name': 'Perfect Nose Productions', 'id': 72165}, {'name': 'Soul Mining Production', 'id': 75652}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",2500000,230069,A wannabe private investigator wins the Green Card lottery and moves to America to pursue his dream only to find himself embroiled in a conspiracy to start the next world war.,"Heroes are not born, they are imported.",14,http://www.jimmyvestvood.com/,1.216497,33,"Maz Jobrani, John Heard, Sheila Vand, Deanna Russo","$201,638 ",Jonathan Kesselman,https://m.media-amazon.com/images/M/MV5BMTgxMzkyOTgzMl5BMl5BanBnXkFtZTgwMjQyMTAxMzE@._V1_SX300.jpg,Gravitas Ventures,5.4,54%,53%,83%,,63%,"Maz Jobrani, Amir Ohebsion"
339984,tt4257926,Miracles from Heaven,3/17/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Drama,,,,,117,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Sony Pictures Entertainment', 'id': 5752}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",16000000,73883359,A faith based movie. A young girl suffering from a rare digestive disorder finds herself miraculously cured after surviving a terrible accident. Based on the book 'Three Miracles From Heaven' by Christy Beam.,How do we explain the impossible?,191,http://www.miraclesfromheaven-movie.com/,7.528099,34,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino",,Patricia Riggen,https://m.media-amazon.com/images/M/MV5BMjkyOTI5NzgxMl5BMl5BanBnXkFtZTgwNjg4MzQzNzE@._V1_SX300.jpg,Sony Pictures,6.8,68%,71%,44%,44%,57%,"Christy Beam (book), Randy Brown (screenplay)"
209112,tt2975590,Batman v Superman: Dawn of Justice,3/23/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Action, Adventure,Fantasy,,,151,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Cruel & Unusual Films', 'id': 9995}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",250000000,873260194,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",Justice or revenge,7189,http://www.batmanvsupermandawnofjustice.com/,31.435879,35,"Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg","$293,792,936 ",Zack Snyder,https://m.media-amazon.com/images/M/MV5BYThjYzcyYzItNTVjNy00NDk0LTgwMWQtYjMwNmNlNWJhMzMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Bros. Pictures,5.7,57%,65%,27%,44%,48%,"Chris Terrio, David S. Goyer, Bob Kane (Batman created by), Bill Finger (Batman created by), Jerry Siegel (Superman created by), Joe Shuster (Superman created by), William Moulton Marston (character created by: Wonder Woman)"
295699,tt2937696,Everybody Wants Some!!,3/30/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Comedy,,,,,116,"[{'name': 'Annapurna Pictures', 'id': 13184}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",10000000,3400278,A comedy that follows a group of friends as they navigate their way through the freedoms and responsibilities of unsupervised adulthood.,Here for a good time not a long time,419,http://www.everybodywantssomemovie.com/,6.737797,36,"Blake Jenner, Juston Street, Ryan Guzman, Tyler Hoechlin",,Richard Linklater,https://m.media-amazon.com/images/M/MV5BMTk2NDcyNDE5N15BMl5BanBnXkFtZTgwNDA0MzQ1NzE@._V1_SX300.jpg,Paramount Pictures,6.3,63%,70%,87%,83%,76%,Richard Linklater
303991,tt1172049,Demolition,4/6/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Comedy, Drama,,,,101,"[{'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Mr. Mudd Production', 'id': 2130}, {'name': 'Right of Way Films', 'id': 32157}, {'name': 'Black Label Media', 'id': 33681}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",10000000,1978592,An emotionally desperate investment banker finds hope through a woman he meets in Chicago.,Life: Some disassembly required.,661,http://www.foxsearchlight.com/demolition/,6.925667,37,"Jake Gyllenhaal, Naomi Watts, Chris Cooper, Judah Lewis","$1,656,098 ",Jean-Marc Vallée,https://m.media-amazon.com/images/M/MV5BMTg4Nzg1MTYxMl5BMl5BanBnXkFtZTgwMjUxNDMyODE@._V1_SX300.jpg,Fox Searchlight,6.6,66%,70%,53%,49%,60%,Bryan Sipe
290595,tt2381991,The Huntsman: Winter's War,4/6/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Action, Adventure,Drama,,,114,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Perfect World Pictures', 'id': 10338}, {'name': 'Roth Films', 'id': 16314}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",115000000,164602163,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",The story before Snow White,1575,http://www.thehuntsmanmovie.com/,17.260203,38,"Chris Hemsworth, Charlize Theron, Jessica Chastain, Emily Blunt","$46,445,229 ",Cedric Nicolas-Troyan,https://m.media-amazon.com/images/M/MV5BMmI5ZjBjZmMtNTQwOC00YWJjLThkNmUtOTY2ZDkwMmI2ZmU4XkEyXkFqcGdeQXVyMTQ1ODEyNjA@._V1_SX300.jpg,Universal Pictures,6,60%,61%,18%,35%,44%,"Evan Spiliotopoulos, Craig Mazin, Evan Daugherty (characters)"
323676,tt2702724,The Boss,4/7/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Comedy,,,,,91,"[{'name': 'Universal Pictures', 'id': 33}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",29000000,78636257,"A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",Watch your assets,441,http://www.thebossfilm.com/,7.533146,39,"Melissa McCarthy, Kristen Bell, Peter Dinklage, Ella Anderson","$54,489,847 ",Ben Falcone,https://m.media-amazon.com/images/M/MV5BMjQzNTUwNDU0OV5BMl5BanBnXkFtZTgwNzU5NTAwODE@._V1_SX300.jpg,Universal Pictures,5.5,55%,54%,22%,40%,43%,"Melissa McCarthy, Ben Falcone, Steve Mallory"
234004,tt2865120,Ratchet & Clank,4/13/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Action, Adventure,Animation,Family,,94,"[{'name': 'Rainmaker Entertainment', 'id': 2213}, {'name': 'Blockade Entertainment', 'id': 30786}, {'name': 'Sony Computer Entertainment', 'id': 30794}","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",20000000,8821329,"Ratchet and Clank tells the story of two unlikely heroes as they struggle to stop a vile alien named Chairman Drek from destroying every planet in the Solana Galaxy. When the two stumble upon a dangerous weapon capable of destroying entire planets, they must join forces with a team of colorful heroes called The Galactic Rangers in order to save the galaxy. Along the way they'll learn about heroism, friendship, and the importance of discovering one's own identity.",Ready to kick some asteroid!,188,http://www.ratchetandclankmovie.com,9.115939,40,"Paul Giamatti, John Goodman, Bella Thorne, Rosario Dawson",,"Kevin Munroe, Jericca Cleland(co-director)",https://m.media-amazon.com/images/M/MV5BNDMxMjkzOTEzOV5BMl5BanBnXkFtZTgwNDExNjk5NzE@._V1_SX300.jpg,Focus Features,5.4,54%,56%,21%,29%,40%,"T.J. Fixman, Kevin Munroe, Gerry Swallow, Brian Allgeier (video games), Brian Hastings (video games), Alex Hastings (video games)"
313922,tt4062536,Green Room,4/15/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Horror, Crime,Thriller,,,95,"[{'name': 'Film Science', 'id': 1976}, {'name': 'Broad Green Pictures', 'id': 49389}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",5000000,3220371,A young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence.,One way in. No way out.,696,http://greenroom-movie.com/,8.4702,41,"Anton Yelchin, Joe Cole, Alia Shawkat, Callum Turner","$3,219,029 ",Jeremy Saulnier,https://m.media-amazon.com/images/M/MV5BMjU1ODQ5NzA0N15BMl5BanBnXkFtZTgwMDg5MTA5NzE@._V1_SX300.jpg,A24 Films,6.7,67%,70%,90%,79%,77%,Jeremy Saulnier
377985,tt3495026,Fan,4/15/2016,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}", Action, Drama,Thriller,,,142,"[{'name': 'Red Chillies Entertainment', 'id': 2343}","[{'iso_3166_1': 'IN', 'name': 'India'}",16000000,29251596,The story of a fan whose world completely revolves around the movie star he adores.,World's biggest superstar got the universe's biggest fan!,73,http://www.yashrajfilms.com/Movies/MovieIndividual.aspx?MovieID=782447c0-9d21-4485-9966-de1996990670,5.127876,42,"Shah Rukh Khan, Carolina Main, Sayani Gupta, Shriya Pilgaonkar","$2,515,116 ",Maneesh Sharma,https://m.media-amazon.com/images/M/MV5BYTk1MjNlMTYtYmE5OS00ZjgzLTg1MjktYzY2YjdhMDQzNzA4XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_SX300.jpg,Yash Raj Films,6.2,62%,71%,77%,,70%,"Maneesh Sharma (story), Habib Faisal (screenplay), Habib Faisal (dialogue), Sharat Katariya (dialogue)"
342521,tt4139124,Keanu,4/21/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Action, Comedy,,,,94,"[{'name': 'New Line Cinema', 'id': 12}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",15000000,20566327,Friends hatch a plot to retrieve a stolen cat by posing as drug dealers for a street gang.,"Kitten, please.",434,http://keanumovie.com/,7.942084,43,"Jordan Peele, Keegan-Michael Key, Tiffany Haddish, Method Man",,Peter Atencio,https://m.media-amazon.com/images/M/MV5BMTUwODA0NzQxMl5BMl5BanBnXkFtZTgwNzUyMjY3ODE@._V1_SX300.jpg,Warner Bros. Pictures,6,60%,63%,77%,63%,66%,"Jordan Peele, Alex Rubens"
